      DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)
 2021 MAR 10   21 59 20.1 38.3675 21.8999    8         2.8
 2021 MAR 10   22 20 27.7 37.5174 23.2974   13         1.7
 2021 MAR 10   22 26 49.3 37.5357 20.8383   24         2.9
 2021 MAR 10   22 31 55.9 38.9053 22.4570   10         2.1
 2021 MAR 10   23 27 33.8 39.8030 21.9228    7         2.3
 2021 MAR 10   23 51 46.8 39.8058 21.9438    8         2.3
 2021 MAR 11   00 00 23.8 38.3583 22.1251    8         1.4
 2021 MAR 11   01 10 03.5 34.5914 26.6025    5         2.6
 2021 MAR 11   01 12 18.3 36.3199 21.4755    8         3.0
 2021 MAR 11   01 27 49.9 38.3835 22.0834    8         1.8
 2021 MAR 11   02 23 00.9 38.2823 22.1965    7         2.3
 2021 MAR 11   02 31 53.6 39.8291 21.9873    8         2.4
 2021 MAR 11   02 33 38.0 39.8309 21.9928    7         1.6
 2021 MAR 11   02 35 26.6 39.8053 22.0624    7         2.0
 2021 MAR 11   02 40 39.6 38.3290 21.8633   14         1.5
 2021 MAR 11   02 56 29.9 39.8291 22.0166   11         2.4
 2021 MAR 11   03 33 06.6 34.8697 25.4984    7         2.6
 2021 MAR 11   03 34 25.4 34.8633 25.4883   14         2.1
 2021 MAR 11   03 44 41.6 39.8296 22.0180   12         1.9
 2021 MAR 11   03 47 05.9 38.4068 22.0198    5         1.6
 2021 MAR 11   04 00 51.0 39.7124 22.2112    8         3.5
 2021 MAR 11   06 40 30.9 38.0479 23.7703   13         1.4
 2021 MAR 11   08 26 03.9 39.6089 22.2459    6         2.4
 2021 MAR 11   08 31 58.3 39.7330 22.2098    8         2.8
 2021 MAR 11   08 38 50.3 39.8286 22.0299    7         2.2
 2021 MAR 11   08 40 41.4 39.7980 22.0184    7         2.9
 2021 MAR 11   08 50 52.2 38.6673 20.4977   16         2.4
 2021 MAR 11   08 52 31.3 38.7328 20.6218   12         4.4
 2021 MAR 11   09 08 31.9 36.6046 25.6842   12         2.7
 2021 MAR 11   10 13 02.5 38.3226 21.8166   11         0.9
 2021 MAR 11   10 26 30.9 37.7847 20.9518   27         2.4
 2021 MAR 11   10 37 55.4 39.7847 22.0509    5         2.4
 2021 MAR 11   10 55 18.0 39.6162 22.2359    8         2.3
 2021 MAR 11   11 27 58.9 39.7586 22.0981    6         1.9
 2021 MAR 11   11 31 16.4 39.6089 22.2194    8         2.7
 2021 MAR 11   11 56 06.0 39.7591 22.1425    6         2.6
 2021 MAR 11   12 18 40.6 37.1649 20.1105    4         2.5
 2021 MAR 11   12 29 52.3 39.8227 21.9717    5         2.3
 2021 MAR 11   12 32 19.9 38.3803 21.8541    8         1.2
 2021 MAR 11   13 02 07.9 39.6053 22.2258    7         2.2
 2021 MAR 11   13 10 41.1 39.7298 22.1443    7         2.2
 2021 MAR 11   13 27 51.3 37.9912 22.0015    8         1.8
 2021 MAR 11   13 32 05.0 39.7838 22.0702    6         2.4
 2021 MAR 11   13 53 51.9 39.7989 22.0267    5         2.3
 2021 MAR 11   14 09 32.6 39.7243 22.0418    8         2.5
 2021 MAR 11   14 13 36.5 39.8241 22.0171    7         2.5
 2021 MAR 11   14 19 40.4 39.7801 22.0811    6         4.0
 2021 MAR 11   14 31 31.9 38.7154 20.5971   13         1.7
 2021 MAR 11   14 43 34.9 34.9686 23.8596   14         2.5
 2021 MAR 11   15 23 09.5 38.3931 21.8459    7         0.6
 2021 MAR 11   15 38 40.7 39.7151 22.1443    5         2.0
 2021 MAR 11   15 51 01.5 38.3487 22.0908    9         2.9
 2021 MAR 11   16 03 41.0 38.4087 21.7818   11         1.6
 2021 MAR 11   16 25 33.9 39.7591 22.0857    6         2.2
 2021 MAR 11   16 37 23.6 38.3739 22.0857    6         1.6
 2021 MAR 11   16 38 17.0 38.3743 22.0816    7         2.7
 2021 MAR 11   16 49 00.4 38.6362 21.7850   16         1.7
 2021 MAR 11   16 52 15.1 39.8222 22.0042    6         3.5
 2021 MAR 11   16 56 31.0 38.3478 20.4803   15         2.6
 2021 MAR 11   17 02 14.2 38.3784 22.0903    6         1.4
 2021 MAR 11   17 08 04.3 39.7746 22.1516   10         2.4
 2021 MAR 11   17 38 31.2 38.3798 22.0908    7         0.8
 2021 MAR 11   17 40 00.8 39.8305 22.0180    6         2.7
 2021 MAR 11   17 44 21.0 39.8323 22.0015    9         2.1
 2021 MAR 11   17 48 05.4 39.8177 22.0024    7         2.0
 2021 MAR 11   17 54 27.9 37.1448 20.0281    8         2.8
 2021 MAR 11   17 57 21.1 39.7536 22.0921   12         2.0
 2021 MAR 11   18 19 28.5 39.8222 21.9987    6         2.5
 2021 MAR 11   18 46 39.9 38.3542 22.0303   18         1.2
 2021 MAR 11   18 52 47.1 39.8323 21.9585    6         2.6
 2021 MAR 11   18 56 01.1 41.2674 22.7390   12         1.9
 2021 MAR 11   19 06 03.9 39.8236 21.9965    7         2.1
 2021 MAR 11   19 13 49.9 39.7554 22.0811    8         1.9
 2021 MAR 11   19 30 08.6 39.8021 22.0747    8         2.2
 2021 MAR 11   19 33 17.4 38.0997 23.5501   14         1.4
 2021 MAR 11   19 34 49.7 38.0850 23.5593   13         1.2
 2021 MAR 11   19 36 27.1 38.0923 23.5629   12         1.5
 2021 MAR 11   19 51 22.4 39.8250 22.0070    6         2.2
 2021 MAR 11   19 55 56.8 39.7600 22.0839    7         2.0
 2021 MAR 11   20 10 55.8 39.6245 22.2478    6         2.1
 2021 MAR 11   20 23 09.4 39.6043 22.2688    6         2.1
 2021 MAR 11   20 30 17.6 39.7169 22.1718    8         1.5
 2021 MAR 11   20 42 47.6 39.8218 21.9946    7         2.1
 2021 MAR 11   20 45 30.8 39.7829 22.0876   10         1.7
 2021 MAR 11   21 14 11.6 39.6529 22.1938    6         2.0
 2021 MAR 11   21 34 57.6 39.7087 22.1773   10         2.6
 2021 MAR 11   21 45 22.2 38.3949 21.9145    9         2.6
 2021 MAR 11   21 50 48.6 38.3775 22.0995    8         1.2
 2021 MAR 11   21 51 44.9 38.4196 21.9054   10         1.3
 2021 MAR 11   22 30 19.2 39.8415 22.0061    6         3.5
 2021 MAR 11   22 50 59.4 39.6144 22.2285    6         1.8
 2021 MAR 11   22 54 34.3 39.6666 22.1819    7         1.3
 2021 MAR 11   23 02 17.0 37.5934 21.1176    6         2.2
 2021 MAR 11   23 06 42.1 36.6165 25.6229   10         3.6
 2021 MAR 11   23 16 16.8 39.6236 22.2386    6         2.1
 2021 MAR 11   23 30 36.3 38.3784 22.1022    9         0.9
 2021 MAR 11   23 31 44.6 38.1088 23.2169   12         1.2
 2021 MAR 11   23 40 18.2 39.8232 21.9987    6         2.0
 2021 MAR 11   23 48 29.6 38.7204 20.6314    9         2.9
 2021 MAR 12   01 03 45.5 39.6227 22.2368    6         2.0
 2021 MAR 12   01 04 18.8 39.6176 22.2391    6         1.0
 2021 MAR 12   01 07 39.5 39.7911 22.0198    6         1.9
 2021 MAR 12   01 20 55.0 38.3693 22.0399    9         1.2
 2021 MAR 12   01 24 56.8 39.7188 22.1745    7         1.2
 2021 MAR 12   02 11 36.6 36.5424 21.6815    8         2.1
 2021 MAR 12   02 16 52.4 39.6231 22.2354    6         1.9
 2021 MAR 12   02 19 34.4 39.8213 22.0052    6         2.0
 2021 MAR 12   02 20 56.6 39.7984 22.0692    9         1.1
 2021 MAR 12   02 34 05.9 39.8680 21.9466    6         2.2
 2021 MAR 12   03 27 10.8 39.8241 21.9987    8         2.2
 2021 MAR 12   03 55 17.3 36.5680 21.7438   22         2.8
 2021 MAR 12   03 59 48.3 39.6323 22.2354    6         2.1
 2021 MAR 12   04 50 51.5 37.9335 20.8333   18         1.6
 2021 MAR 12   04 51 30.4 36.5543 22.2409    6         2.1
 2021 MAR 12   05 25 14.1 38.4151 21.9859    8         1.2
 2021 MAR 12   06 43 18.7 38.3473 21.9200   12         1.4
 2021 MAR 12   06 49 55.1 37.9820 21.1501   18         2.1
 2021 MAR 12   06 59 36.7 39.8149 22.0070    6         2.4
 2021 MAR 12   07 10 15.1 37.6300 20.4620   15         2.3
 2021 MAR 12   07 19 40.8 39.7389 22.0784    5         2.4
 2021 MAR 12   08 08 52.9 39.7527 22.0766    5         2.2
 2021 MAR 12   08 59 40.3 39.7195 22.0993    6         2.0
 2021 MAR 12   09 01 56.2 39.8534 21.9484    8         2.1
 2021 MAR 12   09 37 44.3 39.6172 22.2285    8         2.3
 2021 MAR 12   09 49 29.2 39.7554 22.0885    7         2.4
 2021 MAR 12   09 53 01.8 39.8131 22.0253   11         2.3
 2021 MAR 12   09 53 23.8 39.7536 22.1242    6         1.4
 2021 MAR 12   09 54 01.7 39.8048 22.0134    9         1.8
 2021 MAR 12   09 55 37.3 39.7774 22.0894    6         1.1
 2021 MAR 12   10 21 25.1 37.6062 20.3357    5         2.0
 2021 MAR 12   11 04 38.8 39.7673 22.0747    6         2.2
 2021 MAR 12   11 18 14.5 38.1541 23.2118   13         1.8
 2021 MAR 12   11 20 47.6 38.3221 21.8610    8         1.8
 2021 MAR 12   11 34 07.3 38.3180 21.8111   10         1.1
 2021 MAR 12   11 37 47.8 38.1898 21.8349   24         1.0
 2021 MAR 12   11 37 52.3 39.7591 22.0720    6         2.0
 2021 MAR 12   12 30 48.8 39.8314 21.9923    9         2.2
 2021 MAR 12   12 53 18.2 39.6574 22.3347    7         1.6
 2021 MAR 12   12 57 50.6 39.8387 22.0134    7         5.2
 2021 MAR 12   13 03 13.6 39.8048 22.0070    8         3.6
 2021 MAR 12   13 05 45.5 39.8268 21.9868    8         3.6
 2021 MAR 12   13 07 50.1 39.8158 22.0116    8         3.9
 2021 MAR 12   13 13 53.2 35.9409 24.5517   61         2.6
 2021 MAR 12   13 19 09.5 39.8048 22.0610   12         3.1
 2021 MAR 12   13 44 53.3 39.8300 22.0157    8         2.7
 2021 MAR 12   13 58 05.6 39.7884 22.0116    6         2.5
 2021 MAR 12   14 11 35.6 39.8204 22.0491    8         3.7
 2021 MAR 12   14 26 19.1 39.7911 21.9997    6         2.8
 2021 MAR 12   14 40 39.5 39.7847 21.9896    6         2.8
 2021 MAR 12   15 00 19.6 39.8177 21.9933    7         3.9
 2021 MAR 12   15 13 29.6 39.8186 21.9667    8         2.4
 2021 MAR 12   15 19 03.4 39.8245 22.0285    7         3.5
 2021 MAR 12   15 31 38.3 39.7993 21.9887   10         2.9
 2021 MAR 12   15 53 34.6 39.8351 22.0143    6         3.1
 2021 MAR 12   15 55 43.7 39.8190 22.0029    9         3.0
 2021 MAR 12   15 59 26.3 39.8058 21.9868   10         2.7
 2021 MAR 12   16 13 43.3 39.8186 22.0226    7         3.6
 2021 MAR 12   16 21 07.0 39.8305 22.0134    7         3.3
 2021 MAR 12   16 35 44.6 39.8003 21.9630    7         3.0
 2021 MAR 12   16 42 45.9 39.8241 21.9960    7         2.9
 2021 MAR 12   17 03 30.6 39.7948 21.9337    8         2.5
 2021 MAR 12   17 13 35.7 39.8351 21.9933    6         2.2
 2021 MAR 12   17 22 35.4 39.8122 22.0207    9         2.1
 2021 MAR 12   17 22 54.9 39.7952 21.9791    4         1.7
 2021 MAR 12   17 23 57.2 39.6373 22.2359    8         1.9
 2021 MAR 12   17 24 29.4 39.8268 22.0198    9         1.8
 2021 MAR 12   17 25 13.4 37.7060 21.4206   27         2.1
 2021 MAR 12   17 25 36.8 39.8245 22.0102    8         1.7
 2021 MAR 12   17 30 10.4 36.5094 25.4462   54         2.5
 2021 MAR 12   17 36 56.9 39.8131 21.9942    8         3.0
 2021 MAR 12   18 11 15.7 39.7897 22.0816    7         2.1
 2021 MAR 12   18 14 37.4 39.8351 22.0583    7         2.9
 2021 MAR 12   18 18 37.7 39.7719 21.9594   10         2.4
 2021 MAR 12   18 34 15.2 36.4778 25.5556   15         1.7
 2021 MAR 12   18 43 57.8 38.3363 21.7305   12         1.4
 2021 MAR 12   18 45 03.1 39.6785 21.9612   11         2.4
 2021 MAR 12   19 07 49.3 39.8021 21.9749    9         2.4
 2021 MAR 12   19 10 20.0 39.8506 21.9264    7         2.4
 2021 MAR 12   19 17 59.1 39.8433 21.9978    8         2.3
 2021 MAR 12   19 26 26.9 38.7332 20.5508   10         1.1
 2021 MAR 12   19 38 35.2 39.6117 22.1718    5         2.3
 2021 MAR 12   20 04 54.8 39.7527 22.0839    7         2.1
 2021 MAR 12   20 05 50.9 39.8190 22.0432    9         1.7
 2021 MAR 12   20 07 10.1 39.8103 21.9283    8         2.3
 2021 MAR 12   20 19 30.6 39.8195 22.0097    6         2.5
 2021 MAR 12   20 28 14.4 38.1038 20.3783   19         3.0
 2021 MAR 12   20 44 05.7 39.8726 21.9218    8         2.4
 2021 MAR 12   20 48 10.0 39.8213 21.9411   11         2.1
 2021 MAR 12   21 09 12.6 39.8653 21.9566    6         2.6
 2021 MAR 12   21 16 46.8 39.8112 21.9511    6         2.5
 2021 MAR 12   21 24 13.3 38.2246 24.1585   17         1.2
 2021 MAR 12   21 24 39.5 39.8726 21.9511    6         3.3
 2021 MAR 12   21 33 37.4 37.7989 23.5707   14         1.5
 2021 MAR 12   22 17 22.8 37.8337 23.7254   15         1.4
 2021 MAR 12   22 43 01.3 38.3739 21.8449    8         1.6
 2021 MAR 12   22 54 53.0 39.7939 21.9850    9         2.4
 2021 MAR 12   22 59 45.6 37.7682 23.7881    8         1.3
 2021 MAR 12   23 16 53.6 39.7440 23.5025   18         1.9
 2021 MAR 12   23 20 38.5 39.8268 22.0271    7         2.5
 2021 MAR 12   23 40 23.3 39.8122 21.9942    6         2.5
 2021 MAR 12   23 44 05.0 39.8213 22.0079    7         2.4
 2021 MAR 12   23 55 29.0 39.7646 22.0830    8         2.6
 2021 MAR 13   00 06 44.3 34.7058 22.0496   76         3.1
 2021 MAR 13   00 21 58.3 37.5156 23.8962   17         1.4
 2021 MAR 13   00 25 04.2 39.8177 22.0262    6         2.4
 2021 MAR 13   00 26 51.7 37.9857 22.0079   14         1.7
 2021 MAR 13   00 37 38.2 38.3656 22.1059    8         1.7
 2021 MAR 13   00 57 57.0 39.8112 21.9868    9         2.1
 2021 MAR 13   01 10 32.7 37.8163 21.1839   24         1.5
 2021 MAR 13   01 26 30.5 39.8021 21.9942    8         2.2
 2021 MAR 13   01 39 29.7 37.5156 23.4860   16         1.2
 2021 MAR 13   01 50 12.8 38.2979 21.1354   22         2.4
 2021 MAR 13   01 57 40.7 37.8072 21.1784   26         1.6
 2021 MAR 13   01 59 54.2 39.8680 21.9685    8         2.7
 2021 MAR 13   02 35 39.8 39.7829 21.9603    6         2.6
 2021 MAR 13   02 36 51.7 39.8122 22.0015    6         1.2
 2021 MAR 13   02 37 03.8 39.8149 22.0097    6         1.1
 2021 MAR 13   02 37 59.8 39.7618 22.1324    6         0.8
 2021 MAR 13   02 38 23.2 39.8067 22.0656    7         1.0
 2021 MAR 13   02 38 41.3 39.8232 21.9658    6         2.0
 2021 MAR 13   02 40 12.6 39.8094 22.0143    6         1.0
 2021 MAR 13   02 40 52.8 39.7600 22.1306    6         1.3
 2021 MAR 13   02 41 19.6 39.8186 22.0216    6         2.6
 2021 MAR 13   03 06 07.9 39.7998 21.9873    7         2.8
 2021 MAR 13   03 09 05.8 34.9933 22.9926   14         2.9
 2021 MAR 13   03 25 21.1 39.7824 21.9589    7         3.4
 2021 MAR 13   03 25 47.9 39.7801 21.9630    6         3.9
 2021 MAR 13   03 39 29.6 39.8584 21.9580    6         2.7
 2021 MAR 13   03 39 54.7 39.7852 21.9727    7         2.0
 2021 MAR 13   03 40 37.0 39.8291 21.9580    7         1.3
 2021 MAR 13   03 41 29.4 39.8122 22.0226    6         1.4
 2021 MAR 13   03 42 36.3 39.8209 21.9754    8         1.2
 2021 MAR 13   03 43 15.7 39.7833 21.9525    6         1.1
 2021 MAR 13   03 45 18.9 39.7820 21.9594    8         2.6
 2021 MAR 13   03 49 51.4 39.7993 21.9978    9         3.3
 2021 MAR 13   04 10 40.7 38.0804 22.8204   16         1.2
 2021 MAR 13   04 20 03.8 38.9127 26.0587   14         2.5
 2021 MAR 13   04 29 23.1 39.8286 22.0042    7         2.8
 2021 MAR 13   04 30 55.4 39.7545 22.1507    6         2.1
 2021 MAR 13   04 47 50.1 39.7902 21.9402    7         2.2
 2021 MAR 13   05 15 31.6 38.3720 21.8623   10         1.4
 2021 MAR 13   05 48 34.6 39.8286 21.9896   12         2.3
 2021 MAR 13   05 50 04.0 39.7980 22.0734    8         2.8
 2021 MAR 13   05 55 06.2 39.7975 21.9768   11         2.1
 2021 MAR 13   05 56 21.3 39.7856 21.9493   11         1.9
 2021 MAR 13   06 03 04.7 39.7792 21.9630   13         2.2
 2021 MAR 13   06 19 38.6 39.8048 21.9914   11         2.1
 2021 MAR 13   06 20 58.8 39.7893 21.9676   11         2.3
 2021 MAR 13   06 43 44.9 35.2080 23.5002   31         2.0
 2021 MAR 13   06 45 37.7 35.2121 23.5464   27         2.0
 2021 MAR 13   07 18 18.5 39.8584 21.9580   12         2.2
 2021 MAR 13   07 25 47.0 38.3698 21.8610    8         1.1
 2021 MAR 13   07 35 22.4 39.8112 22.0473    5         3.2
 2021 MAR 13   08 02 29.4 39.8245 21.9717    8         2.1
 2021 MAR 13   08 17 24.8 39.7389 22.0949    6         1.8
 2021 MAR 13   08 19 24.2 39.8099 21.9827   12         1.6
 2021 MAR 13   08 20 13.7 39.8250 21.9594    7         2.5
 2021 MAR 13   08 26 19.3 39.8026 22.0029   10         1.4
 2021 MAR 13   08 26 32.0 39.8671 21.9548    6         2.7
 2021 MAR 13   08 30 06.9 39.8602 21.9672    6         2.4
 2021 MAR 13   08 31 28.2 39.8387 21.9731   11         1.4
 2021 MAR 13   08 34 11.4 37.5677 24.3146   13         1.2
 2021 MAR 13   08 47 22.5 39.8232 22.0372    6         2.8
 2021 MAR 13   08 52 45.6 39.8268 22.0409    6         2.5
 2021 MAR 13   08 55 02.7 37.6511 20.5014   14         2.7
 2021 MAR 13   09 21 54.3 38.3675 21.8459    8         1.2
 2021 MAR 13   09 24 35.3 39.7691 22.1379    6         2.7
 2021 MAR 13   09 29 12.0 39.6881 22.2382    6         2.2
 2021 MAR 13   09 36 46.1 37.8136 21.2123   24         1.9
 2021 MAR 13   09 38 00.5 39.8598 21.9795    7         2.3
 2021 MAR 13   09 42 25.6 39.6638 22.1141   13         2.3
 2021 MAR 13   09 48 30.3 39.8460 22.0262    6         2.7
 2021 MAR 13   10 41 21.7 39.8058 21.9365    6         2.3
 2021 MAR 13   10 49 06.3 39.8616 21.9685    6         2.4
 2021 MAR 13   11 04 22.0 39.7929 22.0180    6         2.0
 2021 MAR 13   11 06 59.6 37.6035 20.7376   14         2.2
 2021 MAR 13   11 21 12.6 39.7829 21.9658    6         2.5
 2021 MAR 13   12 03 58.8 37.4190 23.3446   14         1.5
 2021 MAR 13   12 17 19.4 39.8204 22.0390    6         2.4
 2021 MAR 13   12 28 54.4 38.3524 22.0798    8         0.7
 2021 MAR 13   12 33 17.9 39.7934 21.9974    6         2.4
 2021 MAR 13   12 47 21.6 37.8236 21.1949   25         3.3
 2021 MAR 13   12 51 34.1 39.7902 21.9823    8         2.7
 2021 MAR 13   13 52 19.7 39.1219 21.6719   15         2.2
 2021 MAR 13   13 57 36.6 39.8296 22.0528    6         2.2
 2021 MAR 13   14 21 38.1 39.8776 21.9516    8         2.4
 2021 MAR 13   14 56 57.9 39.8149 22.0134   11         2.8
 2021 MAR 13   15 00 51.2 39.7929 22.0125    8         2.8
 2021 MAR 13   15 09 13.4 39.8158 22.0372    7         4.1
 2021 MAR 13   15 12 44.3 39.8103 22.0528    6         2.0
 2021 MAR 13   15 15 03.1 39.7934 21.9626   10         1.7
 2021 MAR 13   15 47 52.3 34.4421 26.0706   55         2.3
 2021 MAR 13   15 53 11.6 39.8094 22.0235    6         2.1
 2021 MAR 13   15 54 07.6 39.8589 21.9704    6         2.7
 2021 MAR 13   15 55 34.1 39.8543 21.9685    7         2.1
 2021 MAR 13   16 12 09.7 39.8305 22.0363    7         2.5
 2021 MAR 13   16 13 15.0 38.2118 24.1805   12         1.9
 2021 MAR 13   16 17 18.2 37.9495 20.8585   20         3.1
 2021 MAR 13   16 32 01.6 39.7874 22.0006    8         2.3
 2021 MAR 13   16 36 48.3 39.8012 21.9887    6         2.9
 2021 MAR 13   16 42 04.8 38.0434 24.4386    6         1.7
 2021 MAR 13   16 43 32.7 39.8341 21.9374    7         2.5
 2021 MAR 13   16 56 24.0 37.1786 20.4263    9         2.7
 2021 MAR 13   17 01 07.5 39.3169 23.1129   16         1.8
 2021 MAR 13   17 01 50.9 39.8492 21.9672    7         2.4
 2021 MAR 13   17 02 07.9 39.8410 21.9388    9         2.2
 2021 MAR 13   17 17 06.3 39.8259 22.0088    6         2.0
 2021 MAR 13   17 43 41.6 39.8058 21.9576    9         2.4
 2021 MAR 13   18 16 11.4 38.0589 23.4975   12         1.6
 2021 MAR 13   18 22 44.0 38.9296 26.0545   16         2.1
 2021 MAR 13   18 55 03.6 35.7669 24.4125   46         2.1
 2021 MAR 13   18 57 01.6 39.8250 22.0097    8         2.8
 2021 MAR 13   19 20 26.2 39.8012 22.0079   10         2.3
 2021 MAR 13   19 30 30.4 39.8314 21.9603    9         2.2
 2021 MAR 13   19 33 15.4 37.4483 21.6527   20         1.7
 2021 MAR 13   19 41 51.7 39.8204 22.0107    8         3.1
 2021 MAR 13   19 44 54.7 37.4419 22.0445   13         1.7
 2021 MAR 13   19 56 37.8 39.7581 22.0757    9         2.3
 2021 MAR 13   20 03 23.5 38.1001 25.9538   16         2.0
 2021 MAR 13   20 09 23.9 36.0434 21.9223    5         3.4
 2021 MAR 13   20 15 14.7 34.8404 24.7568   17         2.2
 2021 MAR 13   20 54 50.6 39.7984 22.0006   10         2.3
 2021 MAR 13   21 06 22.8 39.8177 21.9960    6         2.5
 2021 MAR 13   21 11 08.5 39.9083 21.9173   11         3.4
 2021 MAR 13   21 31 34.5 39.8927 21.9008    9         2.4
 2021 MAR 13   21 31 51.8 35.2679 23.3478   16         2.5
 2021 MAR 13   21 53 01.7 39.6117 22.2276   10         2.2
 2021 MAR 13   21 58 47.1 39.8232 22.0088    6         2.4
 2021 MAR 13   22 06 23.8 34.9255 23.0310   72         2.5
 2021 MAR 13   22 07 54.9 39.8680 21.9365    9         2.5
 2021 MAR 13   22 24 07.6 37.9715 23.1143   15         1.3
 2021 MAR 13   22 34 10.3 39.8735 21.9136    6         2.4
 2021 MAR 13   22 59 05.4 39.8167 22.0390    6         2.7
 2021 MAR 13   23 17 00.8 38.2411 23.1606   17         1.5
 2021 MAR 13   23 23 48.3 39.7810 21.9731    7         2.2
 2021 MAR 13   23 30 06.0 37.5247 21.0782   47         1.7
 2021 MAR 13   23 49 48.5 39.7806 21.9992    9         2.6
 2021 MAR 14   00 18 13.2 39.8058 22.0015    9         1.6
 2021 MAR 14   00 24 47.7 39.8007 21.9589   10         1.9
 2021 MAR 14   00 33 45.0 35.5023 22.6227   23         2.3
 2021 MAR 14   00 38 34.9 39.7316 22.0811    6         1.4
 2021 MAR 14   01 06 55.3 39.8131 22.0015    6         1.9
 2021 MAR 14   01 14 23.5 39.8044 21.9571    9         1.7
 2021 MAR 14   01 21 49.7 39.8383 22.0294    5         1.9
 2021 MAR 14   01 25 12.3 38.2100 24.1905   15         1.1
 2021 MAR 14   01 25 12.5 38.3272 22.0015   14         1.0
 2021 MAR 14   01 37 28.4 39.8296 22.0583   10         1.7
 2021 MAR 14   01 51 54.5 39.7096 22.1992   10         1.8
 2021 MAR 14   01 59 45.9 39.8158 21.9273   12         2.3
 2021 MAR 14   02 09 47.0 36.5121 21.2119   19         2.6
 2021 MAR 14   02 50 03.3 39.8186 22.0226    8         1.6
 2021 MAR 14   03 06 05.1 39.8607 21.9511   12         1.8
 2021 MAR 14   03 16 45.9 39.8286 22.0345   10         2.0
